"clearances_avg_home","corners_avg_home","passes_avg_home","possession_avg_home","shots_avg_home","shots_on_target_avg_home","touches_avg_home","goals_scored_ft_avg_home","goals_conced_ft_avg_home","performance_acum_home"
"36.4","4.3","366.9","45.2","10.4","2.8","576.4","0.76","1.47","33.3"
"28","5.4","502.9","56.1","16.8","5.8","710.4","1.88","1.06","66.7"
"30.6","6","485.1","55.9","15.1","5.7","707","1.71","0.94","66.7"
"26.3","4.2","386.6","43","10.8","2.8","587.7","0.82","1.18","39.2"
"24.1","7","535.6","56.6","17.4","6.6","733.2","3","1.18","68.6"
"29.6","4.3","411.9","47.3","14.9","4.9","631.4","1.41","1.29","58.8"
"24.8","4.7","400.1","45.2","12.5","3.7","603.1","0.88","1.71","37.3"
"25.2","6.9","473.1","55.5","17.1","5.6","694.8","1.06","1.35","58.8"
"32.1","4.6","354.5","45","11.9","3.1","566.3","0.82","1.29","27.5"
"34.8","4.6","372.8","45.1","10.5","3","580.3","0.76","1.76","28"
"26","4.4","392","44.4","12","3.4","593.6","1","1.2","36"
"33.2","5","407","47.9","12.6","3.8","623.5","1.16","1.48","30.7"
"36.5","4.8","329.1","42.3","11.4","3.2","542","1.04","1.32","33.3"
"31.5","5.4","559.9","56.3","13.6","5.4","778.3","1.7","1.21","64.6"
"31.6","5.3","557.3","56.4","13.7","5.6","775.5","1.77","1.13","68.9"
"37.8","5.9","485.2","55.2","14","4.8","714.5","1.6","1.13","56.7"
"29.6","5.1","424.4","50.1","16","5.3","648.5","1.27","1.33","51.1"
"35.8","4.3","332.9","39.3","11.2","3.6","552.9","0.64","1.41","30.3"
"35.7","6.2","508.5","55.1","16.7","6.6","736.6","2.41","1.27","65.2"
"37.6","5.9","480.4","54.7","13.2","4.9","710.1","1.64","1.23","56.1"
"26.5","5.1","396.6","46","12.9","3.7","601","0.82","1.59","34.8"
"31.4","5.6","494.2","57.8","13.4","4.6","718.5","1.32","1.14","47"
"26","6.4","594.5","59.5","13.2","4.3","800.2","1.23","1.5","31.8"
"33.2","3.5","370","41.7","10.7","2.8","584.8","0.54","1.69","17.9"
"36.8","5.7","496.9","55.7","13.9","4.8","722.2","1.67","1.14","55.6"
"28.2","5.4","546.3","55.5","14.1","5.7","757.9","1.95","0.95","73.7"
"36.1","3.7","336.5","39.2","10.9","3.5","555.6","0.63","1.47","28.1"
"33.5","4.3","402.7","44.9","10.1","3.6","617.8","1","2.16","28.1"
"33.6","6.8","513.2","55.3","17.1","6.5","742.1","2.32","1.21","63.2"
"39.3","5.7","484.6","55.2","13.1","4.8","714.2","1.68","1.16","59.6"
"30.4","5.6","487.4","57.5","13.1","4.6","710.7","1.37","1.05","47.4"
"26.6","4.3","395","46.8","10.7","3.1","602","0.95","1.53","36.8"
"24.5","5","381.1","45.4","12.3","3.3","575.9","0.79","1.68","24.6"
"26.1","6.3","593","60","13.1","4.5","798.4","1.26","1.32","36.8"
"33.7","5.4","399","46.9","12.7","3.6","611.3","1.16","1.42","31.6"
"30.2","5.6","565","57","14.2","5.7","782.1","1.92","1.04","73.3"
"36","4.8","404.3","44.9","11","3.9","618.4","0.96","2.2","26.7"
"29.4","4.6","412.7","48.6","15.7","5.2","634.4","1.28","1.36","49.3"
"27.3","4.4","388.3","46.6","11","3.3","599.9","1.04","1.6","34.7"
"29.7","6.6","473.4","55.8","15.1","5.3","700.7","1.61","0.94","66.7"
"25.3","7.6","540.1","57.1","17.4","6.2","739.9","2.69","1","72.9"
"27","5","551","51.4","23","6","738","2","0","100"
"35.6","5.8","500.3","54.3","17.1","6.9","728.8","2.73","1.27","72.2"
"37","5","321.9","42","11.1","3.2","536","1.07","1.33","34.4"
"28.8","4.2","352.2","42.1","12.2","3.8","552.6","1","1.32","36.4"
"29.4","5.9","482.6","54.4","16.1","5.7","693.9","1.95","0.91","74.2"
"23.6","5.2","381.5","45.7","12.3","3.4","576.3","0.95","1.64","27.3"
"25.8","6.5","484.3","55.8","16.4","5.4","706.5","1.32","1.18","65.2"
"23.5","4.8","548","55.1","13.6","5.8","753.5","2.08","0.77","79.5"
"32.2","4.4","398.8","44.3","8.2","2.8","611.2","0.85","1.85","25.6"
"32.8","7","510","54.1","15.1","5.9","735.2","1.92","1.23","61.5"
"38.3","6","485.7","55","12.8","4.8","716.2","1.69","1.31","56.4"
"31.3","6.4","470.5","55.8","13","4.5","692.6","1.23","0.77","56.4"
"24.2","4.6","401.5","46.6","10.8","3.6","606.3","0.92","1.38","33.3"
"27.8","4.8","359.6","42.5","10.7","2.3","552.9","0.62","1.85","20.5"
"24.4","6.1","575.7","58.8","13.6","5.4","778.4","1.31","1.46","38.5"
"36","5.2","394","45","11.5","3.1","606.2","1.15","1.23","38.5"
"25.1","7.3","539.9","56.9","17.4","6.2","740.5","2.67","1.03","74.1"
"23.9","4.9","378.4","46","12.8","3.6","575.2","1.06","1.58","32.4"
"20.9","7.8","557.5","58.6","16.6","5.6","780.1","1.76","1.24","52.9"
"35.9","3.9","356.4","41.6","11","3.1","562.7","0.71","1.53","29.4"
"26.8","6.2","539.4","55.8","16.1","6.1","738.7","2.24","0.76","82.4"
"29.9","5.8","299.1","36.4","10.8","3.6","508.5","1.12","1.59","29.4"
"32.1","4.7","548.8","58","13.1","4.7","753.3","1.59","1.59","41.2"
"33.1","5.4","362.6","44.2","10.9","3.3","577.2","0.88","1.71","19.6"
"26.9","5.6","554.4","58.3","13.4","4.8","750.6","1.76","1.06","62.7"
"24.7","4.7","393.7","46.5","11","3.3","593.3","0.88","1.41","37.3"
"35.5","3.4","461.7","49.8","11.1","3.6","670.2","1.29","1.12","49"
"27","5.5","434.2","49","11.6","3.4","629.3","1","1.35","33.3"
"28.1","6.8","526.9","55.9","15.6","5.7","753.8","1.94","0.97","68.6"
"32.6","5","500.5","54.2","15.2","5","712.1","1.45","1.16","58.1"
"32.6","4.9","558.9","58.5","13.1","4.7","762.1","1.6","1.53","40"
"44","6.7","434.3","49","9.7","3","637.7","1","1","44.4"
"33.8","3.6","471.5","50","11.5","3.6","675.7","1.18","1.32","47.6"
"","","","","","","","","",""
"29.1","4.6","379.6","44","10.8","3.4","575.4","0.94","1.31","38"
"32.3","5","526","56.6","12.7","4.5","731.5","1.43","1.62","34.9"
"19.4","7","427","48.1","12.1","3.7","617.3","1.14","1.29","38.1"
"31.3","5.4","402","50","13.5","3.6","618.6","1.12","1.31","39.6"
"32.3","4","369.9","39.3","9.2","2.1","555.1","0.45","1.45","33.3"
"32","3","593","55.8","13","5","772","2","0","100"
"32.4","5.5","374.2","43.6","13.9","3.6","580","0.75","2.25","16.7"
"35.2","5.3","504.1","55.8","15.1","4.6","721.9","1.22","1.33","46.3"
"37","5.6","414.6","50.9","14.6","3.4","637","0.8","1","33.3"
"33.4","4.2","290.7","34.9","10.3","4.1","497","1.44","1.78","33.3"
"36.6","4.2","393.3","44.2","10.9","3.5","595.7","0.94","1.32","33.3"
"35.3","5.6","314.8","39.5","11.6","3.5","533.8","1.2","1.37","40"
"20.9","6","505.1","54.9","13.6","4.9","701.6","1.71","0.71","61.9"
"22.4","6.3","620.4","62.2","15.7","4.9","844.4","1.67","1.22","51.9"
"28.2","4.7","539.9","54.4","14.6","5.8","734.3","2.67","1","85.2"
"32.3","4.4","573.2","58.7","13","5","773.7","2.11","1.89","44.4"
"44.3","3.9","399.2","43.6","9.4","3.6","608.6","1.44","1.44","40.7"
"33.9","4.9","385.9","44.7","9.7","3.2","594.7","1.22","1.67","33.3"
"21.8","5.9","446.4","50.8","14.1","3.6","657.1","1.11","1.67","37"
"32.4","4.4","398.2","49","13.4","3.2","612","0.89","1.11","40.7"
"36.6","4.1","362.4","42","11.5","3","571.4","0.85","1.6","28.3"
"25","6.2","540.7","56.4","16.4","6","742.8","2.2","0.95","76.7"
"31.4","5.6","303.4","36.9","10.6","3.4","513.1","1","1.5","28.3"
"32","5","535.8","57.6","12.8","4.5","740.5","1.45","1.65","35"
"33","5.4","364.2","44","11.4","3.4","579.7","0.95","1.65","23.3"
"24.1","4.9","401.1","46.3","10.8","3.3","598.8","0.9","1.5","33.3"
"34.6","3.6","471.8","50.3","11.6","3.7","679","1.25","1.2","48.3"
"26","5.4","436.2","49.2","12.2","3.6","630.4","0.95","1.45","30"
"37.3","4.6","364","42.5","11.8","3.4","574.3","0.84","1.58","28"
"23.3","5.6","487.4","53.8","13.6","4.4","689.1","1.35","0.71","57"
"24.9","5","395.1","46.4","10.4","3.2","593.4","0.77","1.42","31.2"
"32.6","3.8","477.7","50.4","11.3","3.7","680.8","1.19","1.26","49.5"
"27.5","5.9","504.5","56.7","14.1","4.6","720.2","1.61","1.45","58.1"
"27.3","4.8","400.5","45.8","11.3","3.3","594.4","0.9","1.39","35.5"
"38.3","6.4","357.7","45.5","13.2","4.3","577.1","1.32","1.26","45.2"
"20.6","7.9","577.7","60.6","17.2","5.9","798.8","1.6","1.2","51.1"
"36.1","3.9","360.8","42.1","11.4","3","566.6","0.67","1.6","26.7"
"26.5","6.4","545.4","56","16.5","6.3","742.1","2.27","0.87","80"
"30.5","5.5","299.7","36.5","11.1","3.9","510.4","1.2","1.53","31.1"
"33.7","5.3","361.7","43.8","11.2","3.4","576.1","1","1.73","22.2"
"24.9","4.9","391.2","45.7","10.5","3.3","590.8","0.87","1.53","33.3"
"27.1","5.2","436.7","48.5","11.3","3.1","628.9","0.93","1.33","31.1"
"29.7","7.3","649","66.5","17","5","870.3","1.67","1.33","55.6"
"34","4.3","517.7","54.4","16.7","7","727","3.67","1.33","100"
"37","4.3","289.3","34.9","8.3","4.3","505.7","1.67","2.67","11.1"
"38.3","4","493","47.6","13.3","5.3","705.3","2","1.33","66.7"
"17.3","5.3","511","55","13","5.3","710.7","1.33","1","44.4"
"42","3.7","419.3","49.4","12.7","2.3","643","0.67","0.67","44.4"
"29.7","4.3","421.3","49.1","11.3","3.7","627","1","1.33","22.2"
"13.3","6","416","48.1","11.3","3","598.3","0.67","1.67","22.2"
"28.6","7","516.6","55.1","15.6","5.6","745.7","1.89","1.07","64.3"
"37","4.7","368","43.1","11.6","3.4","578.7","0.89","1.68","26.2"
"34.9","5.7","315.4","39.2","11.4","3.5","534.4","1.11","1.39","35.7"
"30.7","5.4","362.1","43.2","11.1","3.3","575.4","0.89","1.63","22.2"
"24.8","5","400.2","46.4","10.2","3.2","597.2","0.82","1.39","31"
"27.5","4.9","409","46.4","11.1","3.3","602.4","0.93","1.29","35.7"
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"38.8","4.5","359.6","42.5","11.5","3.3","570.8","0.75","1.47","26.9"
"31.4","5.1","507.6","55.5","15.5","5.1","718.5","1.39","1.08","57.4"
"38.4","4.7","358.9","44.7","14.1","4","575.5","1.08","1.86","25"
"23.1","5.5","486","53.8","13.3","4.3","687.6","1.33","0.83","52.8"
"25.5","4.9","386.6","45.8","10.6","3.3","586.3","0.86","1.43","34.3"
"27.6","5.9","504.8","56.9","13.9","4.6","721.2","1.53","1.47","53.7"
"39.3","6.4","353.3","45.2","13.1","4.1","570.3","1.19","1.19","43.5"
"34.1","3.7","419.4","45.9","10.2","2.7","611.9","0.52","1.1","34.9"
"36.1","4.4","360.1","42.2","11.8","3.1","568.8","0.9","1.57","31.7"
"33.1","5.4","361.5","43.7","11.3","3.3","577.5","0.95","1.57","27"
"26","5.9","410.2","48.2","12.3","3.9","622","1.19","1.57","42.9"
"39.1","5.3","369.1","44.9","14.8","4","583.1","1.1","1.76","30.2"
"34.7","3.7","479.2","50.8","11.9","3.7","685.8","1.24","1.19","47.6"
"27.3","6.1","494","55.3","13","4.4","707.3","1.43","1.38","54"
"27.4","6.2","538.7","56.4","15.4","5.8","741.5","2.06","0.84","78.5"
"34.8","5.5","313.7","39.3","11.4","3.6","532.2","1.31","1.34","43.8"
"35","4.8","503.7","54.9","12.2","4.2","714.4","1.25","1.34","39.6"
"30.9","5.5","360.3","43.8","11.6","3.5","575.3","1.03","1.65","26.9"
"30.8","5.2","402.3","50.1","12.8","3.2","614.4","1.12","1.25","44.8"
"24.6","6.3","621","62.5","14.4","4.3","846.6","1.57","1.29","47.6"
"31.3","3.7","382","43.2","11","3","576.4","0.43","1.43","19"
"34.7","4.6","295.7","36.4","11.1","3.9","507.3","1.43","1.71","38.1"
"30.7","4.7","555","57.9","12.4","4.7","755.3","1.86","2.29","28.6"
"20.4","7.4","630","60.2","16.6","5.1","823.6","2","1","66.7"
"18.3","5.9","480.3","53.4","14.3","3.4","682.1","1","2","19"
"19","5.1","505","54.4","12.3","5.6","700.1","1.57","0.71","61.9"
"30","4.5","427.5","47.8","10.8","3.1","618.3","0.76","1.41","31.4"
"31","5.4","357.3","43.4","11.6","3.5","571.6","1.06","1.59","30.4"
"31.6","5.1","509.7","55.4","15.3","5.1","720.9","1.38","1.09","56.9"
"29.2","5.7","559.7","60.8","13.4","4.8","763.6","1.74","1","63.7"
"25","5.2","391.8","46.4","10.6","3.2","591.3","0.79","1.48","30.3"
"32.7","3.8","478","50.7","11.3","3.8","681.4","1.21","1.29","49"
"39.5","6.2","350.8","44.9","12.8","4.1","569.2","1.24","1.24","43.1"
"35.5","3.8","392.7","43.2","9.6","2.7","585.1","0.62","1.25","39.6"
"40.8","3.6","383.8","42.2","9.2","2.6","588.9","0.94","1.44","27.1"
"24.2","6.4","590.3","59","17.4","5.8","788.3","2.06","0.88","75"
"39.6","5.4","365.9","44","14.1","3.7","578.9","1.06","1.88","29.2"
"19.9","5.8","504.2","55.1","13.8","4.8","700.7","1.56","0.81","54.2"
"25.9","6.6","498.2","55.8","13.2","4.1","709.1","1.25","1.38","50"
"36.4","6.8","370.2","46.2","14.4","4.8","584.1","1.69","1.19","58.3"
"31.2","6","332.2","36.8","8.2","1.5","513.8","1","0.25","83.3"
"27.8","4","394.5","43.6","10.2","2.2","588.2","0.25","1","16.7"
"18.8","6.5","504","54.4","12.5","3","706.5","0.75","2.25","16.7"
"28.8","4.8","355.5","39.2","13.8","3.5","548","0.25","2.25","25"
"35.8","1.5","492.2","49.1","10.5","4.8","691","2","1.25","75"
"33.2","7.2","420.8","49","14","4.8","635","1.5","1.75","33.3"
"31.9","4.3","431","47.1","10.3","2.7","622.6","0.48","1.36","29.3"
"24.3","6","537.4","55.7","15.8","6","736.5","2.2","0.84","78.7"
"34.3","5.6","318.2","39","11.1","3.5","533.7","1.08","1.4","36"
"39.8","3.7","398.4","44.1","10.2","3.2","605.2","0.92","1.36","30.7"
"23.7","7.4","591.2","60","16.9","5.7","790.8","2.04","1","69.3"
"24.3","5","401.6","46","10.4","3.2","599.1","0.88","1.44","32"
"33.6","3.6","481.6","50.9","11.7","3.5","685.5","1.12","1.32","45.3"
"31.6","4.4","434.3","48.2","10.5","3","625.7","0.66","1.31","32.2"
"23.4","7.2","596.4","60.3","16.9","5.8","795.8","2.03","0.97","66.7"
"27.4","5.6","405.2","47.5","11.8","3.7","620.2","1.1","1.59","40.2"
"23.5","5.3","486.2","53.6","13.5","4.5","688.2","1.38","0.72","57.5"
"31.4","5.1","400.2","49.8","12.7","3.3","614.6","1.14","1.21","48.3"
"27.1","6","501","56.3","14.3","4.8","715.5","1.59","1.45","57.5"
"37.4","6.4","357","45.1","13.1","4.2","575","1.34","1.28","44.8"
"21.6","7.7","606.9","61.8","16.8","5.5","829.3","1.73","1.18","51.5"
"29.3","5.6","528.5","54.1","14.9","5.9","726.2","2.55","1","87.9"
"31.1","5","573","59.4","13.6","5","772.6","1.82","1.64","42.4"
"33.3","5.1","386.1","44.9","9.6","3.1","599.7","1","1.64","27.3"
"22.6","7","597.9","60.3","18","6","794.7","2","1.09","63.6"
"23.8","5.8","427.1","48.6","13.5","3.5","640.7","1.18","1.36","48.5"
"31.8","4.9","389.9","49.1","13.9","3.5","607.6","1.09","1.18","45.5"
"26","8","289","36.9","7","1","503","1","0","100"
"29","3","668","61.4","11","3","862","3","1","100"
"40","3","222","23.1","4","2","444","1","2","0"
"28","6","605","63.5","13","3","784","2","2","33.3"
"14","6","450","43.9","12","6","662","1","2","0"
"35","0","383","40.4","5","4","569","2","1","100"
"37.5","4.5","359.2","41.9","11.6","3.3","569","0.79","1.55","26.3"
"34.7","5.6","318.1","40.2","11.7","3.6","537.5","1.27","1.36","42.4"
"22.8","7.3","599.5","60.9","17.7","5.8","798.4","2.03","1.03","64.6"
"27","5.6","399","47","11.8","3.6","616.3","1.03","1.64","35.4"
"39.5","4.7","363.6","44.8","14.3","4","581.6","1.15","1.79","26.3"
"23.6","5.5","488","53.8","13.5","4.4","689.6","1.36","0.73","56.6"
"30.5","5.1","402.6","50.1","12.9","3.2","614.4","1.15","1.24","46.5"
"28.1","4.8","392.5","45.4","11.1","3.4","587.6","0.97","1.39","36.4"
"36.5","4.9","501.6","54.6","15.9","5.1","713.8","1.62","1.5","54.2"
"20.6","5.1","500.9","54.2","13.4","6.1","695.4","2.38","0.62","66.7"
"25.5","5.4","398.2","47.2","11.4","3.1","596.4","1","1.88","33.3"
"33.9","2.1","486.4","51.4","9.8","4","683.6","1.38","1.25","45.8"
"23.9","6.1","418.5","46.7","11.6","3.5","609.9","1.25","1.38","37.5"
"35.4","7.5","392.2","47.3","14.4","4.9","608.9","1.88","1.38","54.2"
"26.4","5.4","644.8","63.1","15","4.8","866.6","2","1.2","60"
"30.2","4.4","507","52","17.2","6.4","712","3.2","1.4","86.7"
"37.8","3.8","285.8","34.8","10.2","3.8","502","1.6","2","33.3"
"46.8","5","395.4","45","10","3.6","608.4","1.4","1.4","40"
"35.4","4.8","537.8","56","13.8","4.4","741.6","1.4","1.6","40"
"24.4","4.2","601.6","61","13","4.8","794","1.8","1.6","33.3"
"16.8","5","522.8","54.3","12","5.4","712.2","1.8","0.6","66.7"
"29.6","4","419.2","48.2","11","3.6","624.6","1","1.2","26.7"
"37.5","4.6","367.7","43.2","11.7","3.3","579.1","0.96","1.69","28.2"
"30.5","5.7","548.1","59.4","12.8","4.6","749.9","1.69","1","60.3"
"27","5.6","413.1","48.1","11.8","3.7","627","1.19","1.62","41"
"31.6","5.2","399.2","49.4","12.8","3.4","614","1.15","1.31","46.2"
"27.4","5.1","415.4","47","11.6","3.4","609.5","0.92","1.31","34.6"
"36.7","6.4","358.5","44.8","12.8","4.2","576.1","1.46","1.15","50"
"36.3","3.7","356.4","41.2","11.1","3","560.8","0.67","1.67","27.8"
"34.2","5.2","515.2","57.5","14.5","4.4","729.6","1.25","1.5","38.9"
"30","6.2","533.9","56.9","14.4","4.5","735.2","1.58","1.25","52.8"
"37.8","5.2","358.4","42.2","13.2","3.5","569.6","0.92","1.92","22.2"
"25.3","5.2","394.3","47.4","10.9","3.6","594.7","1","1.58","36.1"
"33.2","2.3","469","48.5","9.3","3.6","666.7","1.33","1.08","50"
"27.8","5.4","422.8","47.6","11.1","3.2","617.2","1.08","1.42","36.1"
"34.3","7","371.2","45.9","14.3","4.4","585.2","1.67","1.33","50"
"22","3.5","429","41.6","10.5","1.5","613","0.5","2","0"
"30.5","4.5","525","54.6","10.5","2.5","705.5","2","2","33.3"
"28.5","4.5","589.5","54.4","11","4.5","759","2.5","0.5","100"
"22","5","497.5","51.9","11.5","2","688.5","0","1","16.7"
"31","7","365","42.8","14","3.5","573.5","0","2.5","0"
"37","1","470.5","47.9","7.5","4.5","663","1.5","0.5","100"
"35.5","8.5","434","50.4","17.5","6","652","1.5","1","50"
"24.5","6","546","56.6","16.3","6.2","746.3","2.32","0.86","78.8"
"33.2","5.6","309.1","37.7","11","3.6","521.3","1.14","1.5","34.8"
"39.8","3.9","405.3","44.8","10.2","2.9","613.2","0.91","1.36","28.8"
"34.6","5.3","500","55.1","15.6","5","714.8","1.41","1.23","53"
"28.6","5.4","548.3","58.8","12.5","4.5","747.4","1.64","0.95","60.6"
"31.8","5.3","397.8","48.9","12.9","3.2","614","1.05","1.23","43.9"
"24.5","5","399.1","45.8","10.5","3.2","596.5","0.86","1.5","30.3"
"26.9","5.1","432.6","48.5","11.8","3.4","626.1","0.91","1.32","33.3"
"28.4","6.9","516.5","55.3","15.5","5.6","746.1","1.93","1.03","66.7"
"26.8","6.1","537.8","56.1","15.5","5.8","739.7","2.1","0.86","77"
"35","4.8","509.9","55.4","12.3","4.2","721.7","1.27","1.4","37.8"
"30.9","5.4","360.6","43.2","11.3","3.3","575.3","0.93","1.66","21.8"
"29.8","5.6","550.2","59.8","13","4.7","753.4","1.73","0.9","65.6"
"32.7","3.8","472.7","50.1","11.4","3.7","677.1","1.13","1.27","47.8"
"27.8","4.9","398.6","45.5","10.9","3.2","592","0.9","1.3","36.7"
"28","5.2","343.2","35.7","7.7","1.5","515","0.67","1.17","55.6"
"43.8","4.7","401.8","44.2","10","3.8","610","1.5","1.83","33.3"
"34.7","4.3","353.2","41.5","9.3","2.8","558.2","1.5","1.67","44.4"
"33.5","5.3","517.8","54.4","15.5","5","722.5","1.33","1.5","38.9"
"26.8","5","412.2","48.4","11.7","3.5","612.5","0.83","1","27.8"
"36.3","1.5","463.5","48.5","9","3.7","658.8","1.33","1","55.6"
"41.9","3.6","378.6","41.9","9.1","2.8","584.1","1.07","1.5","28.6"
"35.9","5.1","504.4","56.5","14.4","4.2","720.4","1.36","1.36","47.6"
"22.5","6.4","603.2","59.6","17.9","6.1","798.6","2.21","1","71.4"
"25","6.2","422.1","49.9","12.9","3.5","637.2","1.07","1.21","47.6"
"38.9","5.4","361.5","43.3","14.1","3.5","572.9","1","1.93","26.2"
"30.9","5.4","406.3","50.1","14","3.6","623.7","1","1.29","35.7"
"24.1","6.7","496","55.6","13.4","4.2","704.5","1.29","1.5","47.6"
"32.6","4.1","425.1","46.3","10.4","2.7","617.3","0.48","1.3","31.9"
"33","4.9","525.2","56.7","13","4.3","733.2","1.35","1.48","37.7"
"32.6","5.3","356","43","10.8","3.2","570.4","0.91","1.61","24.6"
"23.9","7.4","593","59.9","17","5.7","792.7","2","1","69.6"
"39","5.2","367.9","44.7","14.9","4","581.4","1.04","1.83","27.5"
"34.9","3.4","476.6","49.9","11.6","3.4","681.9","1.17","1.3","47.8"
"27","6","502.5","56","13.6","4.5","714.4","1.52","1.3","58"
"38.1","5","369.9","44.9","14.5","3.9","584.7","1.04","1.74","27.2"
"33.4","3.7","371.1","42","11.4","2.9","573.8","0.5","1.9","13.3"
"33.6","5.5","513.1","56.8","15","4.8","727.6","1.3","1.3","46.7"
"28.6","5.8","542.3","57.3","13.8","4.7","742.1","1.6","1.4","43.3"
"33.8","4.8","363","41.9","12.9","3.4","569.3","0.9","2","23.3"
"20.1","5.1","511.2","54.7","13.7","5.4","702.7","2.1","0.5","73.3"
"35.7","6.6","368.4","45","13.7","4.5","581.6","1.9","1.4","56.7"
"29.7","4.5","427.9","47.9","10.8","3.2","618.5","0.83","1.43","33.3"
"34.4","5.4","319.2","40.3","11.4","3.5","538.5","1.2","1.37","40"
"34.4","4.8","496","54.5","12.3","4.5","705.1","1.31","1.31","41.9"
"36.1","4.1","391.1","43.9","10.8","3.4","592.3","0.94","1.37","32.4"
"30.9","5.5","355.7","43.5","11.8","3.6","570.6","1.11","1.54","32.4"
"27.1","5.7","397.7","47.2","11.8","3.6","615.5","1.03","1.71","33.3"
"30","5.1","404.9","50.5","13.1","3.3","616","1.11","1.26","44.8"
"23.2","7.5","532.9","56.5","16","5.5","758.5","1.77","1.14","59.1"
"24.2","5.1","477.9","52","12.7","4.4","676.4","1.68","0.73","63.6"
"26.4","7","521","55.3","15.4","5.5","747.5","1.88","1.12","61.5"
"34","5.2","495.3","54.7","15.5","5.1","708.2","1.46","1.12","57.7"
"28.3","5.9","531.3","55.6","14.9","5.6","733.5","1.97","0.77","79"
"22.8","7.3","588.9","60","17.4","5.7","787.5","2.03","1.03","66.7"
"22","7.7","543.4","57.7","16.4","5.6","766.5","1.7","1.25","55"
"28.2","5.6","545","58.5","12.6","4.6","742.8","1.7","1","61.7"
"29.5","5.7","556.2","60.4","13.3","4.8","758.8","1.77","0.9","66.7"
"39.3","4.7","365.5","45","14.2","4","583.3","1.19","1.81","27.1"
"28.5","5.7","554.9","58.1","13.4","4.4","752.6","1.73","1.13","62.2"
"33.5","3","467.3","50","10.7","3.7","670.5","1.33","1.13","48.9"
"22","4.7","551.7","59.6","10.3","3.3","744","0.67","1","22.2"
"26.7","6","535.1","55.9","15.6","5.9","736.1","2.11","0.81","77.8"
"32.9","4.9","515","55.7","12.4","4.1","723.8","1.18","1.46","33.3"
"30","5.8","551.1","60.2","13.4","4.8","754.2","1.68","0.93","63.1"
"","","","","","","","","",""
"","","","","","","","","",""
"29.2","5.8","561.8","61.3","13.7","4.9","765.9","1.69","1","63"
"32","3.8","472.9","50.1","11.3","3.8","676.3","1.22","1.22","51.9"
"24.7","7","593.4","59.8","17.6","5.8","790.5","2.14","0.95","74.6"
"36.6","6.4","368.7","46","13.3","4.3","584.4","1.52","1.19","52.4"
